gene_name,dN,dS,omega
SLI_RS22020,0.0013,0,NA
SLI_RS22035,0.0018,0.0447,0.04139
SLI_RS22040,0.00115,0.01145,0.19318
SLI_RS22045,0,0.02165,0
SLI_RS22050,0.0039,0.0085,0.45325
SLI_RS22060,0.00223333333333333,0,NA
SLI_RS22065,0.002,0.0204,0.09976
SLI_RS22080,0.0058,0,NA
SLI_RS22085,0.0022,0.0061,0.36671
SLI_RS22095,0.0012,0.0021,0.60366
SLI_RS22100,0,0,0
SLI_RS22105,0,0,0
SLI_RS22110,0,0.0043,0
SLI_RS22115,0.0034,0.0032,1.08898
SLI_RS22120,0.0012,0,NA
SLI_RS22125,0,0,0
SLI_RS22130,0.0014,0.012,0.11892
SLI_RS22145,0.0012,0.0198,0.06245
SLI_RS22155,0.0041,0,NA
SLI_RS22160,0,0,0
SLI_RS22165,0,0.0198,0
SLI_RS22170,0.0023,0,NA
SLI_RS22175,0.0024,0,NA
SLI_RS22180,0.0028,0.002,1.37901
SLI_RS22190,0.0066,0,NA
SLI_RS22195,0.0016,0.0161,0.10059
SLI_RS22205,0.0042,0,NA
SLI_RS22210,0.0052,0.0016,3.1946
SLI_RS22220,0,0.0049,0
SLI_RS22225,0,0,0
SLI_RS22230,0.0187,0.0222,0.84236
SLI_RS22245,0.0049,0.0354,0.13922
SLI_RS22250,0.0097,0.0115,0.8416
SLI_RS22255,0,0.04135,0
SLI_RS22260,0.01735,0.07845,0.596235
SLI_RS22265,0.0396,0.0198,2.00186
SLI_RS22270,0,0.0439,0
SLI_RS22275,0.0013,0.0099,NA
SLI_RS22285,0.0033,0.00085,NA
SLI_RS22290,0.00275,0.0009,1.56197
SLI_RS22295,0.0032,0,NA
SLI_RS22320,0.0047,0.0057,0.83971
SLI_RS22325,0.0049,0.0161,0.30272
SLI_RS22330,0.0048,0.025,0.764115
SLI_RS22335,0.00946666666666667,0.00383333333333333,NA
SLI_RS22340,0.00116666666666667,0,NA
SLI_RS22365,0.0072,0,NA
SLI_RS22370,0.0012,0,NA
SLI_RS22375,0.0028,0,NA
SLI_RS22380,0,0,0
SLI_RS22385,0.01,0,NA
SLI_RS22395,0.0027,0.0066,0.40722
SLI_RS22400,0.0007,0.0008,0.42256
SLI_RS22405,0.0114,0,NA
SLI_RS22415,0.0054,0.0085,0.63025
SLI_RS22425,0.0008,0.0248,0.03362
SLI_RS22430,0.0033,0,NA
SLI_RS22445,0.0074,0,NA
SLI_RS22460,0,0.01665,0
SLI_RS22465,0,0,0
SLI_RS22500,0,0,0
SLI_RS22505,0.008,0.0206666666666667,NA
SLI_RS22515,0,0,0
SLI_RS22520,0,0.01545,0
SLI_RS22525,0.0037,0.0237,0.158
SLI_RS22530,0,0.0189,0
SLI_RS22540,0.0018,0.0197,0.09087
SLI_RS22550,0.0128,0,NA
SLI_RS22555,0,0.00816666666666667,0
SLI_RS22570,0.6,0.43495,1.44084
SLI_RS22585,0.0031,0,NA
SLI_RS22595,0.0034,0,NA
SLI_RS22600,0.0023,0,NA
SLI_RS22605,0,0,0
SLI_RS22635,0,0.3235,0
SLI_RS22650,0.0071,0.1315,0.05399
SLI_RS22655,0.201866666666667,2.21706666666667,0.10586
SLI_RS22660,0.0353,0.0317,1.11385
SLI_RS22665,0.00525,0,NA
SLI_RS22670,0.00305,0,NA
SLI_RS22695,0.0156,0.0086,1.80379
SLI_RS22700,0.0087,0,NA
SLI_RS22705,0.00405,0.0314,NA
SLI_RS22710,0.0013,0.0015,0.84593
SLI_RS22730,0.0051,0,NA
SLI_RS22740,0.0008,0.01005,NA
SLI_RS22750,0.00115,0,NA
SLI_RS22755,0.0038,0,NA
SLI_RS22760,0.0067,0.0025,2.68636
SLI_RS22770,0,0,0
SLI_RS22775,0.0013,0,NA
SLI_RS22790,0.0029,0.0037,0.78988
SLI_RS22795,0.0109,0.0022,5.01014
SLI_RS22800,0.0076,0,NA
SLI_RS22805,0.00475,0,NA
SLI_RS22810,0.0022,0,NA
SLI_RS22815,0.0068,0,NA
SLI_RS22840,0.00316666666666667,0.0389333333333333,NA
SLI_RS22865,0.0041,0,NA
SLI_RS22875,0.0063,0,NA
SLI_RS22880,0.0031,0,NA
SLI_RS22885,0.0046,0,NA
SLI_RS22890,0.0019,0.0524,0.0355
SLI_RS22900,0.0024,0,NA
SLI_RS22905,0.0023,0.0342,0.06773
SLI_RS22910,0,0,0
SLI_RS22915,0.0051,0,NA
SLI_RS22925,0,0.0913,0
SLI_RS22935,0.003,0.1548,0.01953
SLI_RS22940,0.0044,0.0692,0.06351
SLI_RS22950,0,0,0
SLI_RS22965,0.0008,0.0431,0.01919
SLI_RS22980,0,0.0281,0
SLI_RS22985,0,0,0
SLI_RS22990,0.0084,0,NA
SLI_RS23000,0.0081,0.0029,2.81643
SLI_RS23005,0,0,0
SLI_RS23010,0.0055,0,NA
SLI_RS23020,0.0079,0.0034,2.31748
SLI_RS23035,0.00475,0,NA
SLI_RS23040,0.0029,0,NA
SLI_RS23045,0.001,0.0104,0.09184
SLI_RS23050,0.0166,0,NA
SLI_RS23055,0,0.0559,0
SLI_RS23140,0.0367,0.0162,2.26786
SLI_RS23150,0.05215,0.1009,0.381015
SLI_RS23160,0.0011,0.0027,0.136443333333333
SLI_RS23165,0.0044,0.0459,0.09488
SLI_RS23170,0.00545,0,NA
SLI_RS23175,0.0092,0,NA
SLI_RS23180,0.0054,0,NA
SLI_RS23185,0,0.0356,0
SLI_RS23195,0,0,0
SLI_RS23200,0,0,0
SLI_RS23205,0.0042,0,NA
SLI_RS23210,0,0,0
SLI_RS23220,0,0,0
SLI_RS23235,0.0024,0,NA
SLI_RS23270,0,0.00345,0
SLI_RS23280,0.0006,0,NA
SLI_RS23295,0.0297,0.0487,0.60856
SLI_RS23310,0.0022,0.0172,0.12796
SLI_RS23315,0.0042,0,NA
SLI_RS23320,0.0024,0.0014,NA
SLI_RS23325,0,0,0
SLI_RS23330,0,0.0595,0
SLI_RS23340,0.0011,0.0461,0.02472
SLI_RS23345,0,0.02,0
SLI_RS23360,0.000675,0.0167,0.0102575
SLI_RS23365,0.0028,0.0132,0.21456
SLI_RS23370,0.0033,0.0802333333333333,0.684156666666667
SLI_RS23390,0,0,0
SLI_RS23400,0.0032,0,NA
SLI_RS23415,0.0247,0.0124,2.00646
SLI_RS23420,0,0,0
SLI_RS23425,0.0162,0.0344,0.47021
SLI_RS23430,0.0084,0.01385,NA
SLI_RS23435,0.007,0,NA
SLI_RS23450,0.0112,0.0043,2.58082
SLI_RS23470,0.0017,0.0054,0.31214
SLI_RS23480,0.0035,0,NA
SLI_RS23485,0.000616666666666667,0,NA
SLI_RS23520,0.000733333333333333,0.0009,0.26751
SLI_RS23525,0,0,0
SLI_RS23530,0,0,0
SLI_RS23545,0.0035,0,NA
SLI_RS23550,0.0033,0,NA
SLI_RS23555,0.0023,0.0287,0.08021
SLI_RS23560,0,0,0
SLI_RS23565,0.0018,0.008,0.22577
SLI_RS23570,0.0033,0,NA
SLI_RS23575,0.0046,0.0812,0.05688
SLI_RS23580,0.0035,0.0098,0.36265
SLI_RS23585,0,0,0
SLI_RS23590,0,0,0
SLI_RS23595,0.006,0,NA
SLI_RS23610,0.0025,0,NA
SLI_RS23615,0.0165,0,NA
SLI_RS23620,0,0.0534,0
SLI_RS23625,0,0,0
SLI_RS23635,0.0072,0.009,1.117035
SLI_RS23650,0.0081,0,NA
SLI_RS23655,0,0,0
SLI_RS23660,0.0046,0.0027,1.70178
SLI_RS23670,0.0009,0.0405,0.02326
SLI_RS23680,0.001775,0.00585,0.1807525
SLI_RS23690,0.0029,0.0423,0.06833
SLI_RS23695,0.0031,0.017,0.18499
SLI_RS23705,0.0048,0.0035,1.37623
SLI_RS23710,0,0,0
SLI_RS23720,0.0021,0,NA
SLI_RS23725,0,0,0
SLI_RS23740,0.0087,0,NA
SLI_RS23760,0.0015,0,NA
SLI_RS23790,0,0.0791,0
SLI_RS23800,0.0035,0,NA
SLI_RS23865,0.00695,0,NA
SLI_RS23880,0.0022,0,NA
SLI_RS23885,0.013,0.005,2.58965
SLI_RS23890,0,0,0
SLI_RS23895,0.0011,0,NA
SLI_RS23900,0.0024,0.0486,0.04912
SLI_RS23910,0,0,0
SLI_RS23915,0,0,0
SLI_RS23930,0.0009,0,NA
SLI_RS23940,0.0011,0.0031,0.34362
SLI_RS23945,0.0147,0.0051,2.92023
SLI_RS23955,0.0033,0.0264,0.12417
SLI_RS23960,0,0.0158,0
SLI_RS23970,0.0019,0.0234,0.08152
SLI_RS23975,0.0039,0.001,3.82059
SLI_RS23990,0.0035,0.0132,0.26353
SLI_RS23995,0,0.0048,0
SLI_RS24000,0,0,0
SLI_RS24035,0.0055,0.0023,2.42504
SLI_RS24040,0.0093,0.0026,3.6116
SLI_RS24050,0.0021,0,NA
SLI_RS24055,0,0,0
SLI_RS24060,0,0.0173,0
SLI_RS24065,0.0018,0.01185,0.457945
SLI_RS24075,0.0029,0.0186,0.15349
SLI_RS24080,0.0032,0.01415,0.25379
SLI_RS24085,0.00555,0.08155,0.072595
SLI_RS24100,0,0.0333,0
SLI_RS24105,0.00165,0.0022,0.368595
SLI_RS24110,0,0,0
SLI_RS24120,0.009,0.0082,1.09671
SLI_RS24125,0.0037,0,NA
SLI_RS24135,0.0038,0,NA
SLI_RS24140,0,0,0
SLI_RS24150,0.0038,0,NA
SLI_RS24160,0.01,0.0057,1.7508
SLI_RS24165,0.0071,0,NA
SLI_RS24170,0.0011,0.02615,0.04212
SLI_RS24175,0,0,0
SLI_RS24180,0,0,0
SLI_RS24190,0,0.0397,0
SLI_RS24195,0.0027,0,NA
SLI_RS24200,0.0029,0,NA
SLI_RS24205,0.00106666666666667,0.0127,NA
SLI_RS24210,0.0043,0.0056,0.76968
SLI_RS24215,0.0015,0.0374,0.04065
SLI_RS24220,0.00095,0.0358,0.036635
SLI_RS24225,0,0.0288,0
SLI_RS24230,0,0.0181,0
SLI_RS24235,0.00225,0,NA
SLI_RS24240,0.0024,0.0247,0.09748
SLI_RS24245,0.009,0.0035,2.56962
SLI_RS24250,0.005,0.007,0.71848
SLI_RS24260,0,0,0
SLI_RS24270,0.0013,0.0131,0.10056
SLI_RS24280,0.0034,0.0166,0.524355
SLI_RS24290,0.007,0.0103,0.68423
SLI_RS24300,0.0013,0.0065,0.19947
SLI_RS24315,0.00305,0.00175,0.868975
SLI_RS24320,0.0025,0.0512,0.04806
SLI_RS24325,0,0.006,0
SLI_RS24330,0.00585,0.00295,NA
SLI_RS24335,0.002,0,NA
SLI_RS24345,0.0032,0,NA
SLI_RS24360,0.0095,0.0044,2.14883
SLI_RS24365,0,0,0
SLI_RS24380,0.0033,0,NA
SLI_RS24385,0.0025,0.0021,1.19519
SLI_RS24390,0,0,0
SLI_RS24395,0.0071,0,NA
SLI_RS24405,0,0,0
SLI_RS24410,0.0031,0.04455,NA
SLI_RS24415,0.0032,0.1189,0.02717
SLI_RS24420,0,0.0719,0
SLI_RS24430,0.0009,0.0167,0.05343
SLI_RS24440,0.0057,0,NA
SLI_RS24450,0.0032,0,NA
SLI_RS24455,0.0015,0.0472,0.03282
SLI_RS24460,0.0072,0,NA
SLI_RS24470,0.00205,0.0391,0.26547
SLI_RS24475,0.00115,0.0141,0.05601
SLI_RS24480,0,0.0224,0
SLI_RS24495,0.0053,0,NA
SLI_RS24500,0,0.0525,0
SLI_RS24505,0.0079,0,NA
SLI_RS24520,0.0016,0.0372,0.04194
SLI_RS24525,0.0025,0.0368,0.0673
SLI_RS24530,0.0065,0,NA
SLI_RS24535,0.004,0.0302,0.13315
SLI_RS24560,0.0006,0.0356,0.01696
SLI_RS24565,0.00185,0.03685,0.161085
SLI_RS24570,0,0.01155,0
SLI_RS24575,0.0179,0.0081,2.22297
SLI_RS24585,0.0247,0.0065,3.82228
SLI_RS24590,0.0138,0,NA
SLI_RS24595,0.0049,0,NA
SLI_RS24600,0.001,0,NA
SLI_RS24605,0.0035,0,NA
SLI_RS24610,0.0042,0,NA
SLI_RS24620,0.01005,0.0018,NA
SLI_RS24630,0.0083,0.0033,2.52116
SLI_RS24635,0.0014,0.0317,0.04452
SLI_RS24645,0,0,0
SLI_RS24650,0.00475,0.0015,NA
SLI_RS24655,0.0053,0.0757,0.0699
SLI_RS24665,0.0013,0,NA
SLI_RS24670,0,0.0055,0
SLI_RS24675,0.0007,0,NA
SLI_RS24710,0,0,0
SLI_RS24715,0.0031,0.0334,0.0929
SLI_RS24725,0.007725,0.004575,NA
SLI_RS24730,0.0034,0,NA
SLI_RS24735,0,0.0555,0
SLI_RS24740,0.007,0.0034,2.07075
SLI_RS24745,0.00225,0.02825,0.067405
SLI_RS24750,0,0.00675,0
SLI_RS24765,0,0,0
SLI_RS24770,0,0,0
SLI_RS24800,0.0081,0.002,4.00886
SLI_RS24810,0.0027,0,NA
SLI_RS24820,0.0028,0,NA
SLI_RS24830,0,0,0
SLI_RS24845,0.0016,0.0179,0.08838
SLI_RS24850,0.0058,0,NA
SLI_RS24855,0,0.0147,0
SLI_RS24865,0.0018,0,NA
SLI_RS24870,0,0,0
SLI_RS24875,0,0.0862,0
SLI_RS24895,0.0007,0.0123,0.05643
SLI_RS24900,0,0.0493,0
SLI_RS24905,0.0067,0,NA
SLI_RS24910,0.00163333333333333,0.0008,NA
SLI_RS24915,0,0,0
SLI_RS24920,0.0025,0.0019,1.27508
SLI_RS24935,0,0,0
SLI_RS24945,0,0.1088,0
SLI_RS24950,0.00515,0.0088,0.482135
SLI_RS24960,0.006,0.0151,0.39758
SLI_RS24965,0.0052,0.0115,0.45613
SLI_RS24980,0.0047,0.0034,1.40486
SLI_RS24995,0.01,0,NA
SLI_RS25010,0.4,0.253133333333333,1.92103
SLI_RS25015,0.157166666666667,0.1292,0.422366666666667
SLI_RS25020,0.007,0.0028,2.5246
SLI_RS25025,0.0088,0.054,0.16344
SLI_RS25030,0.0034,0.00406666666666667,NA
SLI_RS25040,0,0,0
SLI_RS25045,0,0,0
SLI_RS25050,0.00245,0,NA
SLI_RS25055,0.0019,0,NA
SLI_RS25075,0,0,0
SLI_RS25080,0.0011,0.0031,0.36442
SLI_RS25085,0,0,0
SLI_RS25090,0.0031,0,NA
SLI_RS25095,0,0.0255,0
SLI_RS25110,0,0.0089,0
SLI_RS25115,0,0,0
SLI_RS25125,0,0,0
SLI_RS25155,0.0024,0.021,0.11589
SLI_RS25185,0.00505,0.0042,NA
SLI_RS25190,0,0.0706,0
SLI_RS25200,0.0034,0,NA
SLI_RS25205,0,0,0
SLI_RS25210,0.0012,0,NA
SLI_RS25240,0.0041,0,NA
SLI_RS25255,0,0.0037,0
SLI_RS25265,0.0034,0,NA
SLI_RS25270,0.008,0,NA
SLI_RS25275,0.0041,0.0267,0.15427
SLI_RS25280,0.0054,0,NA
SLI_RS25285,0.00145,0.0116,0.062665
SLI_RS25295,0.0058,0.0015,3.81632
SLI_RS25300,0.001,0.0276,0.03636
SLI_RS25310,0.00735,0.0047,1.686435
SLI_RS25320,0.0019,0,NA
SLI_RS25325,0.0104,0.0036,2.85195
SLI_RS25330,0.0042,0.05545,0.090125
SLI_RS25335,0.0046,0,NA
SLI_RS25340,0.0068,0,NA
SLI_RS25350,0.005,0,NA
SLI_RS25355,0.0005,0,NA
SLI_RS25360,0.00446666666666667,0.000966666666666667,NA
SLI_RS25365,0.005,0.0106,0.46741
SLI_RS25370,0.0047,0.0261,0.18199
SLI_RS25375,0.0055,0.0035,1.58564
SLI_RS25380,0.0031,0.006,0.51275
SLI_RS25385,0.002,0,NA
SLI_RS25390,0,0,0
SLI_RS25395,0.0021,0,NA
SLI_RS25405,0.0049,0.0025,1.95313
SLI_RS25410,0.00305,0.0002,7.88384
SLI_RS25440,0.0036,0.0398,0.08959
SLI_RS25445,0.00365,0.00485,0.37546
SLI_RS25450,0,0,0
SLI_RS25455,0,0,0
SLI_RS25460,0,0,0
SLI_RS25465,0.0242,0,NA
SLI_RS25475,0.0033,0.0024,1.37276
SLI_RS25480,0.0081,0.0082,0.99028
SLI_RS25485,0,0.0555,0
SLI_RS25490,0.0014,0.0164,0.08697
SLI_RS25495,0.0092,0.0017,5.40865
SLI_RS25505,0.0053,0,NA
SLI_RS25510,0.0027,0,NA
SLI_RS25525,0,0,0
SLI_RS25530,0.0019,0,NA
SLI_RS25540,0,0.00185,0
SLI_RS25550,0.0016,0,NA
SLI_RS25560,0.0012,0,NA
SLI_RS25570,0.0035,0,NA
SLI_RS25575,0.0083,0.00295,NA
SLI_RS25580,0.003,0.0026,1.15429
SLI_RS25590,0.00325,0,NA
SLI_RS25595,0.00805,0.0069,NA
SLI_RS25600,0.0097,0,NA
SLI_RS25620,0,0,0
SLI_RS25635,0.0013,0.0026,0.51136
SLI_RS25640,0.0043,0.007,0.61757
SLI_RS25645,0.0051,0.0445,0.1153
SLI_RS25650,0,0.0427,0
SLI_RS25655,0.00435,0.0064,0.338945
SLI_RS25660,0.0028,0,NA
SLI_RS25665,0,0,0
SLI_RS25675,0.0014,0,NA
SLI_RS25680,0.00465,0.0084,0.320595
SLI_RS25685,0,0,0
SLI_RS25715,0.00965,0.00545,3.892695
SLI_RS25720,0.0041,0,NA
SLI_RS25725,0.0021,0.0108,0.19154
SLI_RS25730,0.0025,0.02605,NA
SLI_RS25735,0,0.04,0
SLI_RS25740,0.002,0.0124,0.15762
SLI_RS25745,0.0048,0,NA
SLI_RS25750,0,0.0041,0
SLI_RS25755,0.0015,0,NA
SLI_RS25760,0,0,0
SLI_RS25765,0.00075,0,NA
SLI_RS25770,0.0052,0.0358,0.14429
SLI_RS25795,0,0.0232,0
SLI_RS25800,0,0,0
SLI_RS25815,0.0009,0.0017,0.52348
SLI_RS25825,0.0008,0,NA
SLI_RS25840,0.007,0.0032,2.20574
SLI_RS25850,0.0019,0,NA
SLI_RS25860,0.0022,0.0305,0.07238
SLI_RS25880,0.0008,0.0333,0.02453
SLI_RS25890,0.0034,0,NA
SLI_RS25895,0.0088,0.0023,3.8514
SLI_RS25905,0.0073,0.0067,1.08823
SLI_RS25925,0,0,0
SLI_RS25935,0,0,0
SLI_RS25945,0.0006,0,NA
SLI_RS25955,0,0,0
SLI_RS25960,0.0016,0.0143,0.11309
SLI_RS25965,0.0052,0.0043,1.18655
SLI_RS25975,0,0,0
SLI_RS25990,0.0026,0,NA
SLI_RS26015,0,0,0
SLI_RS26025,0,0,0
SLI_RS26030,0,0,0
SLI_RS26045,0,0.04115,0
SLI_RS26050,0,0.0287,0
SLI_RS26055,0.0035,0,NA
SLI_RS26060,0,0.0529,0
SLI_RS26065,0,0.03555,0
SLI_RS26070,0.002725,0.000975,NA
SLI_RS26080,0.00536666666666667,0,NA
SLI_RS26085,0.00413333333333333,0.00443333333333333,NA
SLI_RS26090,0.0011,0.0308,0.03617
SLI_RS26105,0.0042,0,NA
SLI_RS26110,0,0.0112,0
SLI_RS26120,0,0.0277,0
SLI_RS26125,0,0.0213,0
SLI_RS26130,0.0026,0,NA
SLI_RS26135,0,0,0
SLI_RS26140,0.0129,0,NA
SLI_RS26150,0.003,0,NA
SLI_RS26160,0.00075,0.0163,0.02268
SLI_RS26165,0,0,0
SLI_RS26175,0.0013,0.0117,0.10852
SLI_RS26180,0.003,0.0078,0.39161
SLI_RS26185,0.000366666666666667,0.00253333333333333,0.0465766666666667
SLI_RS26195,0.0029,0.0532,0.06645
SLI_RS26210,0.0156,0.0062,2.53669
SLI_RS26220,0.0025,0,NA
SLI_RS26230,0.01035,0,NA
SLI_RS26235,0.00253333333333333,0,NA
SLI_RS26240,0,0,0
SLI_RS26245,0.0043,0.003,1.42293
SLI_RS26250,0,0.0714,0
SLI_RS26255,0,0,0
SLI_RS26265,0,0,0
SLI_RS26270,0.0036,0,NA
SLI_RS26275,0.0058,0,NA
SLI_RS26285,0,0.0286,0
SLI_RS26290,0.0035,0.0096,0.36237
SLI_RS26295,0.0032,0,NA
SLI_RS26300,0,0,0
SLI_RS26305,0,0,0
SLI_RS26340,0.00965,0,NA
SLI_RS26345,0.01815,0.02025,0.448235
SLI_RS26350,0.0035,0.0042,0.84297
SLI_RS26360,0.0053,0.0011,4.93424
SLI_RS26370,0,0.0084,0
SLI_RS26375,0.0015,0,NA
SLI_RS26405,0.0029,0.001,2.85588
SLI_RS26445,0.0017,0.018,0.09523
SLI_RS26475,0.00065,0.0471,0.008305
SLI_RS26480,0.0015,0.0168,0.08919
SLI_RS26500,0,0,0
SLI_RS26505,0.0026,0,NA
SLI_RS26510,0.0026,0.0021,1.22871
SLI_RS26515,0.002,0.0074,0.27016
SLI_RS26525,0.0039,0,NA
SLI_RS26535,0.0022,0,NA
SLI_RS26550,0.0009,0,NA
SLI_RS26555,0.00245,0.00005,NA
SLI_RS26560,0.000566666666666667,0.0182,NA
SLI_RS26570,0.0047,0.11385,0.02059
SLI_RS26585,0,0,0
SLI_RS26590,0.00525,0.003825,NA
SLI_RS26595,0.0385,0.0311,1.23677
SLI_RS26710,0.0042,0,NA
SLI_RS26720,0.0066,0.0028,2.37631
SLI_RS26725,0.0016,0,NA
SLI_RS26730,0.0033,0.0032,1.0541
SLI_RS26740,0.0134,0,NA
SLI_RS26750,0.0115,0,NA
SLI_RS26760,0,0,0
SLI_RS26765,0,0,0
SLI_RS26770,0.0013,0,NA
SLI_RS26775,0.0036,0,NA
SLI_RS26780,0.00235,0,NA
SLI_RS26795,0,0,0
SLI_RS26800,0.0025,0,NA
SLI_RS26810,0.00115,0,NA
SLI_RS26815,0.0016,0,NA
SLI_RS26820,0.0011,0,NA
SLI_RS26825,0,0,0
SLI_RS26830,0,0,0
SLI_RS26835,0.00355,0,NA
SLI_RS26840,0.0003,0.0098,0.01485
SLI_RS26845,0.0009,0.0128,0.07057
SLI_RS26850,0.0049,0,NA
SLI_RS26855,0,0.0117,0
SLI_RS26860,0,0.0117,0
SLI_RS26870,0.0027,0,NA
SLI_RS26875,0.00425,0.00625,0.340155
SLI_RS26890,0.0027,0.0046,0.57256
SLI_RS26900,0,0,0
SLI_RS26905,0.0023,0.0134,0.17135
SLI_RS26910,0.00245,0,NA
SLI_RS26920,0,0,0
SLI_RS26925,0,0,0
SLI_RS26935,0,0,0
SLI_RS26965,0,0.017,0
SLI_RS26970,0.0014,0,NA
SLI_RS26975,0,0,0
SLI_RS26990,0.00185,0,NA
SLI_RS27005,0,0.04,0
SLI_RS27010,0.0019,0,NA
SLI_RS27015,0.0055,0,NA
SLI_RS27025,0.0348,0.00005,NA
SLI_RS27030,0,0,0
SLI_RS27035,0.0046,0,NA
SLI_RS27050,0.0126,0.01115,1.2213
SLI_RS27055,0.0034,0.0077,0.43931
SLI_RS27060,0,0.0408,0
SLI_RS27070,0.001,0.018,0.05361
SLI_RS27075,0.0006,0.0058,0.09986
SLI_RS27090,0.0029,0,NA
SLI_RS27095,0,0,0
SLI_RS27105,0,0.0122,0
SLI_RS27115,0.0038,0.057,0.06603
SLI_RS27120,0.0024,0.03175,0.115205
SLI_RS27125,0.0083,0.1108,0.07492
SLI_RS27130,0.0061,0,NA
SLI_RS27150,0.0007,0.0099,0.07547
SLI_RS27155,0.0013,0,NA
SLI_RS27160,0.0028,0.0039,0.357865
SLI_RS27170,0.0007,0,NA
SLI_RS27185,0,0,0
SLI_RS27190,0.0019,0.0239,0.08121
SLI_RS27200,0.0217,0.2918,0.07425
SLI_RS27215,0,0.0621,0
SLI_RS27220,0.0027,0.0073,0.36692
SLI_RS27225,0.001,0.0079,0.13266
SLI_RS27240,0.0019,0.0263,0.07301
SLI_RS27255,0.0024,0.0075,0.32148
SLI_RS27260,0.00195,0,NA
SLI_RS27265,0.0045,0,NA
SLI_RS27275,0.0101,0.0022,4.62677
SLI_RS27280,0.0031,0.0034,0.90985
SLI_RS27285,0,0,0
SLI_RS27290,0.00346666666666667,0.0035,NA
SLI_RS27295,0.00235,0.00165,0.70881
SLI_RS27300,0.0008,0,NA
SLI_RS27310,0,0.0055,0
SLI_RS27315,0,0,0
SLI_RS27320,0,0.0217,0
SLI_RS27330,0.0107,0.00525,NA
SLI_RS27335,0,0,0
SLI_RS27355,0.0017,0,NA
SLI_RS27360,0,0.0019,0
SLI_RS27370,0.0202,0,NA
SLI_RS27375,0.0073,0.0042,1.74653
SLI_RS27380,0.0038,0,NA
SLI_RS27385,0.00573333333333333,0.00946666666666667,NA
SLI_RS27390,0.0038,0,NA
SLI_RS27395,0,0,0
SLI_RS27405,0,0,0
SLI_RS27410,0,0,0
SLI_RS27415,0.0043,0,NA
SLI_RS27440,0.00475,0.0052,NA
SLI_RS27445,0,0,0
SLI_RS27450,0.0077,0,NA
SLI_RS27455,0,0.0015,0
SLI_RS27475,0.0047,0.0014,3.42229
SLI_RS27480,0,0,0
SLI_RS27485,0.00795,0,NA
SLI_RS27510,0,0,0
SLI_RS27515,0.00045,0.00495,0.045965
SLI_RS27540,0.0029,0,NA
SLI_RS27550,0,0,0
SLI_RS27555,0.0044,0,NA
SLI_RS27565,0.0015,0.0284,0.05431
SLI_RS27575,0,0,0
SLI_RS27585,0,0,0
SLI_RS27590,0.00295,0.0014,1.05807
SLI_RS27605,0.00505,0,NA
SLI_RS27610,0.0071,0.0058,1.21216
SLI_RS27620,0.0032,0,NA
SLI_RS27630,0.0048,0,NA
SLI_RS27640,0.0021,0.0011,1.81743
SLI_RS27655,0,0,0
SLI_RS27660,0,0.0072,0
SLI_RS27665,0.0044,0,NA
SLI_RS27670,0.0005,0.0304,0.01486
SLI_RS27680,0,0,0
SLI_RS27700,0.0081,0,NA
SLI_RS27705,0.0023,0,NA
SLI_RS27715,0.0054,0.0043,0.623705
SLI_RS27720,0.0015,0.016,0.37001
SLI_RS27730,0.0017,0.0074,0.23597
SLI_RS27740,0.0033,0,NA
SLI_RS27745,0.00052,0.00988,0.10507
SLI_RS27750,0,0,0
SLI_RS27760,0.0013,0,NA
SLI_RS27820,0,0,0
SLI_RS27825,0.0041,0.0024,1.68808
SLI_RS27835,0,0,0
SLI_RS27840,0.0038,0,NA
SLI_RS27845,0,0.0578,0
SLI_RS27850,0.0009,0,NA
SLI_RS27860,0,0,0
SLI_RS27875,0.0027,0.001,2.5973
SLI_RS27890,0.0021,0,NA
SLI_RS27905,0.00205,0.02775,0.456615
SLI_RS27915,0.0074,0,NA
SLI_RS27930,0.0087,0,NA
SLI_RS27965,0.0032,0.0065,NA
SLI_RS27970,0.0044,0.0052,0.84684
SLI_RS27975,0.00695,0,NA
SLI_RS27980,0,0,0
SLI_RS27990,0.00085,0,NA
SLI_RS27995,0.00513333333333333,0,NA
SLI_RS28070,0.0038,0,NA
SLI_RS28075,0.0041,0,NA
SLI_RS28085,0.0052,0.0085,0.61069
SLI_RS28090,0.0011,0.02185,NA
SLI_RS28095,0,0,0
SLI_RS28100,0,0,0
SLI_RS28110,0.0011,0,NA
SLI_RS28120,0.0038,0.02,0.18824
SLI_RS28175,0.0057,0,NA
SLI_RS28185,0.0058,0,NA
SLI_RS28190,0.0059,0.0022,2.72224
SLI_RS28195,0.0088,0.0042,2.10495
SLI_RS28200,0.0032,0,NA
SLI_RS28205,0.00185,0.01805,0.104705
SLI_RS28210,0,0.0991,0
SLI_RS28220,0,0,0
SLI_RS28230,0,0.0075,0
SLI_RS28240,0.0013,0,NA
SLI_RS28250,0.00935,0.0055,1.81636
SLI_RS28255,0,0.0275,0
SLI_RS28260,0.0015,0.0342,0.04496
SLI_RS28265,0.001,0.0159,0.06384
SLI_RS28270,0.0022,0.0045,0.48257
SLI_RS28275,0.00095,0,NA
SLI_RS28280,0.0022,0.0047,0.47727
SLI_RS28285,0.0039,0,NA
SLI_RS28290,0.0037,0,NA
SLI_RS28300,0.0023,0,NA
SLI_RS28305,0.0012,0.003,NA
SLI_RS28310,0.0011,0,NA
